"chr","start","end","length","abs_summit","pileup","X.log10.pvalue.","fold_enrichment","X.log10.qvalue.","name","sample","group","GENE_ID"
"chr9",123679326,123679847,522,123679755,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110711","B1_vs_B2","C-KD","ENSG00000119522.19"
"chr9",123715922,123716303,382,123716094,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_110712","B1_vs_B2","C-KD","ENSG00000119522.19"
"chr9",123816324,123816991,668,123816752,4,2.24863,2.36966,0,"B1_vs_B2_peak_110714","B1_vs_B2","C-KD","ENSG00000119522.19"
"chr9",123834929,123835431,503,123835176,14,3.28903,2.33753,0.224598,"B1_vs_B2_peak_110715","B1_vs_B2","C-KD","ENSG00000119522.19"
"chr9",123864551,123865240,690,123864995,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110716","B1_vs_B2","C-KD","ENSG00000119522.19"
"chr9",124044988,124045290,303,124045219,9,2.20449,2.06506,0,"B1_vs_B2_peak_110720","B1_vs_B2","C-KD","ENSG00000308378.1"
"chr9",124056388,124056810,423,124056552,4,2.24863,2.36966,0,"B1_vs_B2_peak_110721","B1_vs_B2","C-KD","ENSG00000308378.1"
"chr9",124064726,124064991,266,124064871,4,2.24863,2.36966,0,"B1_vs_B2_peak_110722","B1_vs_B2","C-KD","ENSG00000308378.1"
"chr9",124259290,124260176,887,124259779,12,3.08191,2.35755,0.114713,"B1_vs_B2_peak_110730","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124264157,124264463,307,124264404,7,2.00019,2.04819,0,"B1_vs_B2_peak_110732","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124282980,124283503,524,124283078,24,4.60346,2.35711,0.931067,"B1_vs_B2_peak_110735","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124295597,124296445,849,124296291,14,4.06736,2.69641,0.607279,"B1_vs_B2_peak_110737","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124330652,124330917,266,124330698,4,2.1098,2.27193,0,"B1_vs_B2_peak_110740","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124333217,124333482,266,124333334,6,2.89731,2.7079,0.0678765,"B1_vs_B2_peak_110741","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124342643,124343062,420,124342837,35,4.79162,2.08682,1.0028,"B1_vs_B2_peak_110742","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124346164,124346477,314,124346267,9,4.30187,3.31422,0.771861,"B1_vs_B2_peak_110743","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124348256,124349486,1231,124349226,7,4.19923,3.48305,0.694237,"B1_vs_B2_peak_110744","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124350411,124350917,507,124350765,5,1.97771,2.13852,0,"B1_vs_B2_peak_110745","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124351992,124352427,436,124352228,8,4.92389,3.83817,1.094,"B1_vs_B2_peak_110746","B1_vs_B2","C-KD","ENSG00000119408.18"
"chr9",124492658,124492923,266,124492705,4,2.14525,2.29699,0,"B1_vs_B2_peak_110764","B1_vs_B2","C-KD","ENSG00000136931.11"
"chr9",124532274,124532539,266,124532500,4,2.24863,2.36966,0,"B1_vs_B2_peak_110766","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124536796,124537084,289,124536978,14,4.1179,2.72025,0.638443,"B1_vs_B2_peak_110767","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124543676,124543941,266,124543820,4,2.24863,2.36966,0,"B1_vs_B2_peak_110768","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124574874,124575178,305,124575127,9,4.70099,3.5642,0.931067,"B1_vs_B2_peak_110769","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124660502,124660814,313,124660657,23,3.42467,2.02804,0.311709,"B1_vs_B2_peak_110771","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124698194,124698556,363,124698385,7,2.23321,2.19677,0,"B1_vs_B2_peak_110772","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124709305,124709742,438,124709512,8,4.32463,3.44954,0.785257,"B1_vs_B2_peak_110773","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124724851,124725368,518,124725156,14,3.02214,2.21771,0.0903642,"B1_vs_B2_peak_110774","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124735180,124735679,500,124735501,6,3.59846,3.1807,0.414095,"B1_vs_B2_peak_110775","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124769091,124769367,277,124769223,13,4.18705,2.83484,0.685954,"B1_vs_B2_peak_110776","B1_vs_B2","C-KD","ENSG00000148200.18"
"chr9",124795458,124796427,970,124796135,33,8.742,3.11035,3.51583,"B1_vs_B2_peak_110779","B1_vs_B2","C-KD","ENSG00000185585.21"
"chr9",124810829,124811237,409,124811038,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_110781","B1_vs_B2","C-KD","ENSG00000185585.21"
"chr9",124894729,124895175,447,124894928,17,4.80863,2.80503,1.00701,"B1_vs_B2_peak_110786","B1_vs_B2","C-KD","ENSG00000136935.15"
"chr9",124906965,124907306,342,124907179,14,3.28903,2.33753,0.224598,"B1_vs_B2_peak_110787","B1_vs_B2","C-KD","ENSG00000136935.15"
"chr9",125003755,125004020,266,125003953,4,2.24863,2.36966,0,"B1_vs_B2_peak_110794","B1_vs_B2","C-KD","ENSG00000173611.19"
"chr9",125099552,125100030,479,125099771,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110795","B1_vs_B2","C-KD","ENSG00000173611.19"
"chr9",125126164,125126470,307,125126395,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110796","B1_vs_B2","C-KD","ENSG00000173611.19"
"chr9",125127912,125128272,361,125128092,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_110797","B1_vs_B2","C-KD","ENSG00000173611.19"
"chr9",125131240,125131505,266,125131331,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110798","B1_vs_B2","C-KD","ENSG00000173611.19"
"chr9",125158935,125159252,318,125159041,8,3.3828,2.84684,0.291637,"B1_vs_B2_peak_110799","B1_vs_B2","C-KD","ENSG00000119414.13"
"chr9",125161312,125161577,266,125161475,4,2.24863,2.36966,0,"B1_vs_B2_peak_110800","B1_vs_B2","C-KD","ENSG00000119414.13"
"chr9",125162720,125163028,309,125162779,5,1.97771,2.13852,0,"B1_vs_B2_peak_110801","B1_vs_B2","C-KD","ENSG00000119414.13"
"chr9",125176607,125176909,303,125176692,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_110802","B1_vs_B2","C-KD","ENSG00000119414.13"
"chr9",125177157,125177530,374,125177325,4,2.24863,2.36966,0,"B1_vs_B2_peak_110803","B1_vs_B2","C-KD","ENSG00000119414.13"
"chr9",125929387,125929652,266,125929572,4,2.24863,2.36966,0,"B1_vs_B2_peak_110840","B1_vs_B2","C-KD","ENSG00000167081.19"
"chr9",126067722,126067994,273,126067742,5,1.97771,2.13852,0,"B1_vs_B2_peak_110846","B1_vs_B2","C-KD","ENSG00000232413.1"
"chr9",126071955,126072220,266,126072107,4,2.24863,2.36966,0,"B1_vs_B2_peak_110847","B1_vs_B2","C-KD","ENSG00000232413.1"
"chr9",126076977,126077507,531,126077242,5,1.97771,2.13852,0,"B1_vs_B2_peak_110848","B1_vs_B2","C-KD","ENSG00000232413.1"
"chr9",126132426,126132830,405,126132652,4,2.1098,2.27193,0,"B1_vs_B2_peak_110849","B1_vs_B2","C-KD","ENSG00000232413.1"
"chr9",126146471,126146964,494,126146727,29,5.23228,2.35536,1.29766,"B1_vs_B2_peak_110850","B1_vs_B2","C-KD","ENSG00000232413.1"
"chr9",126155097,126155362,266,126155131,4,2.24863,2.36966,0,"B1_vs_B2_peak_110851","B1_vs_B2","C-KD","ENSG00000232413.1"
"chr9",126327478,126327803,326,126327594,9,2.38596,2.16856,0,"B1_vs_B2_peak_110855","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126343159,126343922,764,126343409,16,2.87594,2.06744,0.0678765,"B1_vs_B2_peak_110858","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126347911,126348305,395,126348148,26,6.85332,2.95872,2.25326,"B1_vs_B2_peak_110859","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126365865,126366324,460,126366074,8,4.69124,3.68712,0.931067,"B1_vs_B2_peak_110860","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126373228,126373824,597,126373462,22,4.15514,2.29349,0.668822,"B1_vs_B2_peak_110861","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126398043,126398370,328,126398251,14,3.82883,2.58482,0.49201,"B1_vs_B2_peak_110862","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126401564,126401829,266,126401612,7,2.44917,2.33538,0,"B1_vs_B2_peak_110863","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126407209,126407535,327,126407403,15,4.67669,2.9016,0.931067,"B1_vs_B2_peak_110864","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126420223,126421618,1396,126420729,12,2.40511,2.02586,0,"B1_vs_B2_peak_110867","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126425125,126425928,804,126425332,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110868","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126453684,126454387,704,126453783,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110869","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126456636,126456901,266,126456766,5,1.97771,2.13852,0,"B1_vs_B2_peak_110870","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126463148,126463657,510,126463403,7,4.43009,3.63508,0.851576,"B1_vs_B2_peak_110871","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126466062,126466341,280,126466271,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110872","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126466768,126467033,266,126466904,4,2.24863,2.36966,0,"B1_vs_B2_peak_110873","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126467886,126468242,357,126467997,4,2.24863,2.36966,0,"B1_vs_B2_peak_110874","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126479536,126479869,334,126479586,5,1.97771,2.13852,0,"B1_vs_B2_peak_110875","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126481244,126481555,312,126481440,4,2.24863,2.36966,0,"B1_vs_B2_peak_110876","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126481851,126482220,370,126482001,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_110877","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126483765,126484030,266,126483956,4,2.1098,2.27193,0,"B1_vs_B2_peak_110878","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126485958,126486273,316,126486100,4,2.0085,2.19991,0,"B1_vs_B2_peak_110879","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126488467,126488771,305,126488594,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_110880","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126488950,126489969,1020,126489710,8,4.47597,3.54751,0.876934,"B1_vs_B2_peak_110881","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126496123,126496394,272,126496256,6,2.43669,2.39624,0,"B1_vs_B2_peak_110882","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126500650,126501253,604,126501031,14,4.1179,2.72025,0.638443,"B1_vs_B2_peak_110884","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126506134,126506399,266,126506169,4,1.9141,2.13231,0,"B1_vs_B2_peak_110885","B1_vs_B2","C-KD","ENSG00000196814.16"
"chr9",126623642,126623908,267,126623686,6,3.13359,2.86776,0.139169,"B1_vs_B2_peak_110896","B1_vs_B2","C-KD","ENSG00000136944.19"
"chr9",126632579,126632844,266,126632734,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110897","B1_vs_B2","C-KD","ENSG00000136944.19"
"chr9",126633401,126633806,406,126633563,4,2.24863,2.36966,0,"B1_vs_B2_peak_110898","B1_vs_B2","C-KD","ENSG00000136944.19"
"chr9",126636467,126636928,462,126636541,5,1.97771,2.13852,0,"B1_vs_B2_peak_110899","B1_vs_B2","C-KD","ENSG00000136944.19"
"chr9",126640444,126640711,268,126640484,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110901","B1_vs_B2","C-KD","ENSG00000136944.19"
"chr9",126664907,126665377,471,126665161,8,2.97445,2.59097,0.0678765,"B1_vs_B2_peak_110903","B1_vs_B2","C-KD","ENSG00000136944.19"
"chr9",126679167,126679499,333,126679263,7,2.17129,2.1572,0,"B1_vs_B2_peak_110904","B1_vs_B2","C-KD","ENSG00000136944.19"
"chr9",126690449,126690788,340,126690647,7,2.17129,2.1572,0,"B1_vs_B2_peak_110905","B1_vs_B2","C-KD","ENSG00000136944.19"
"chr9",126698795,126699105,311,126699018,5,2.36632,2.41064,0,"B1_vs_B2_peak_110906","B1_vs_B2","C-KD","ENSG00000136944.19"
"chr9",126940631,126941515,885,126940758,12,3.08191,2.35755,0.114713,"B1_vs_B2_peak_110916","B1_vs_B2","C-KD","ENSG00000136828.20"
"chr9",126941792,126942057,266,126941952,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110917","B1_vs_B2","C-KD","ENSG00000136828.20"
"chr9",126949193,126949458,266,126949284,5,2.43441,2.45808,0,"B1_vs_B2_peak_110918","B1_vs_B2","C-KD","ENSG00000136828.20"
"chr9",126965939,126966330,392,126966077,17,4.80863,2.80503,1.00701,"B1_vs_B2_peak_110919","B1_vs_B2","C-KD","ENSG00000136828.20"
"chr9",126971473,126972014,542,126971589,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_110921","B1_vs_B2","C-KD","ENSG00000136828.20"
"chr9",126985863,126986281,419,126985996,13,3.58578,2.5389,0.414095,"B1_vs_B2_peak_110922","B1_vs_B2","C-KD","ENSG00000136828.20"
"chr9",127018682,127018947,266,127018856,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110924","B1_vs_B2","C-KD","ENSG00000136828.20"
"chr9",127129343,127129638,296,127129524,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_110928","B1_vs_B2","C-KD","ENSG00000136828.20"
"chr9",127152933,127153198,266,127153135,4,2.24863,2.36966,0,"B1_vs_B2_peak_110929","B1_vs_B2","C-KD","ENSG00000136828.20"
"chr9",127627099,127627364,266,127627324,4,2.24863,2.36966,0,"B1_vs_B2_peak_110954","B1_vs_B2","C-KD","ENSG00000136854.27"
"chr9",127921471,127921827,357,127921604,13,3.45104,2.47393,0.325835,"B1_vs_B2_peak_110979","B1_vs_B2","C-KD","ENSG00000227218.8"
"chr9",128046616,128047040,425,128046818,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110985","B1_vs_B2","C-KD","ENSG00000230848.2"
"chr9",128048707,128049360,654,128049216,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110986","B1_vs_B2","C-KD","ENSG00000230848.2"
"chr9",128050889,128051154,266,128051075,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_110987","B1_vs_B2","C-KD","ENSG00000230848.2"
"chr9",128232016,128232298,283,128232105,6,3.65091,3.21579,0.458752,"B1_vs_B2_peak_110999","B1_vs_B2","C-KD","ENSG00000106976.23"
"chr9",128513866,128514131,266,128514027,5,1.97771,2.13852,0,"B1_vs_B2_peak_111023","B1_vs_B2","C-KD","ENSG00000119392.17"
"chr9",128570963,128571228,266,128571115,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_111029","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128573789,128574063,275,128573915,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_111030","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128575401,128575814,414,128575561,6,2.58268,2.49494,0,"B1_vs_B2_peak_111031","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128588932,128589234,303,128589025,6,2.58268,2.49494,0,"B1_vs_B2_peak_111032","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128589508,128590091,584,128589702,4,2.24863,2.36966,0,"B1_vs_B2_peak_111033","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128592099,128592441,343,128592274,4,2.24863,2.36966,0,"B1_vs_B2_peak_111034","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128599152,128599785,634,128599287,5,2.65678,2.61229,0.00405961,"B1_vs_B2_peak_111035","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128606114,128606379,266,128606297,5,1.85742,2.05392,0,"B1_vs_B2_peak_111036","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128609070,128609429,360,128609286,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_111037","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128612107,128612439,333,128612347,6,3.59846,3.1807,0.414095,"B1_vs_B2_peak_111038","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128612908,128613387,480,128613144,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_111039","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128614547,128614812,266,128614632,6,2.58268,2.49494,0,"B1_vs_B2_peak_111040","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128616791,128617056,266,128616856,4,2.04146,2.2234,0,"B1_vs_B2_peak_111041","B1_vs_B2","C-KD","ENSG00000197694.20"
"chr9",128663238,128663503,266,128663319,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_111044","B1_vs_B2","C-KD","ENSG00000234705.4"
"chr9",128666516,128666928,413,128666752,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_111045","B1_vs_B2","C-KD","ENSG00000234705.4"
"chr9",128675653,128675918,266,128675730,4,2.1098,2.27193,0,"B1_vs_B2_peak_111047","B1_vs_B2","C-KD","ENSG00000234705.4"
"chr9",128689845,128690146,302,128689955,9,2.38596,2.16856,0,"B1_vs_B2_peak_111049","B1_vs_B2","C-KD","ENSG00000119335.19"
"chr9",128927491,128927927,437,128927765,11,3.69452,2.75092,0.470039,"B1_vs_B2_peak_111065","B1_vs_B2","C-KD","ENSG00000175287.20"
"chr9",128935467,128935732,266,128935558,6,2.58268,2.49494,0,"B1_vs_B2_peak_111066","B1_vs_B2","C-KD","ENSG00000175287.20"
"chr9",128937487,128937752,266,128937626,7,2.7509,2.53053,0.0627117,"B1_vs_B2_peak_111067","B1_vs_B2","C-KD","ENSG00000175287.20"
"chr9",129014169,129014592,424,129014391,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_111074","B1_vs_B2","C-KD","ENSG00000148341.19"
"chr9",129016500,129016848,349,129016645,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_111075","B1_vs_B2","C-KD","ENSG00000148341.19"
"chr9",129026106,129026625,520,129026278,8,2.80791,2.48777,0.0678765,"B1_vs_B2_peak_111076","B1_vs_B2","C-KD","ENSG00000148341.19"
"chr9",129026804,129027103,300,129026971,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_111077","B1_vs_B2","C-KD","ENSG00000148341.19"
"chr9",129260889,129261418,530,129261154,11,3.41945,2.60227,0.308719,"B1_vs_B2_peak_111098","B1_vs_B2","C-KD","ENSG00000204055.5"
"chr9",129301097,129301362,266,129301267,4,2.24863,2.36966,0,"B1_vs_B2_peak_111100","B1_vs_B2","C-KD","ENSG00000224307.5"
"chr9",129308898,129309163,266,129309049,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_111101","B1_vs_B2","C-KD","ENSG00000224307.5"
"chr9",129323480,129323756,277,129323614,7,3.56814,3.06626,0.414095,"B1_vs_B2_peak_111102","B1_vs_B2","C-KD","ENSG00000224307.5"
"chr9",129330948,129331353,406,129331152,7,3.24183,2.85136,0.206141,"B1_vs_B2_peak_111103","B1_vs_B2","C-KD","ENSG00000224307.5"
"chr9",129334135,129334420,286,129334361,15,5.2016,3.14797,1.29766,"B1_vs_B2_peak_111104","B1_vs_B2","C-KD","ENSG00000224307.5"
"chr9",129425612,129425891,280,129425771,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_111111","B1_vs_B2","C-KD","ENSG00000302699.1"
"chr9",129451192,129451810,619,129451455,12,3.08191,2.35755,0.114713,"B1_vs_B2_peak_111113","B1_vs_B2","C-KD","ENSG00000230676.2"
"chr9",129502001,129502371,371,129502158,8,3.75131,3.08088,0.470039,"B1_vs_B2_peak_111120","B1_vs_B2","C-KD","ENSG00000204054.15"
"chr9",129624229,129624898,670,129624614,13,4.98813,3.24514,1.13381,"B1_vs_B2_peak_111128","B1_vs_B2","C-KD","ENSG00000148335.16"
"chr9",129633716,129634135,420,129633964,5,2.77957,2.69688,0.0678765,"B1_vs_B2_peak_111129","B1_vs_B2","C-KD","ENSG00000148335.16"
"chr9",129636248,129636742,495,129636615,8,2.70906,2.42685,0.0372868,"B1_vs_B2_peak_111130","B1_vs_B2","C-KD","ENSG00000148335.16"
"chr9",129691313,129691604,292,129691489,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_111131","B1_vs_B2","C-KD","ENSG00000167157.12"
"chr9",129697018,129697404,387,129697151,8,4.69124,3.68712,0.931067,"B1_vs_B2_peak_111132","B1_vs_B2","C-KD","ENSG00000167157.12"
"chr9",129701569,129701834,266,129701709,4,1.9763,2.17691,0,"B1_vs_B2_peak_111133","B1_vs_B2","C-KD","ENSG00000167157.12"
"chr9",129716109,129716685,577,129716458,10,5.49248,3.92062,1.44214,"B1_vs_B2_peak_111134","B1_vs_B2","C-KD","ENSG00000167157.12"
"chr9",129842934,129843199,266,129842961,5,1.97771,2.13852,0,"B1_vs_B2_peak_111140","B1_vs_B2","C-KD","ENSG00000136878.15"
"chr9",129878419,129878726,308,129878646,7,3.06985,2.73856,0.112162,"B1_vs_B2_peak_111141","B1_vs_B2","C-KD","ENSG00000136878.15"
"chr9",129892835,129893464,630,129892970,6,2.754,2.61088,0.0627117,"B1_vs_B2_peak_111144","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129900094,129900359,266,129900150,4,2.24863,2.36966,0,"B1_vs_B2_peak_111145","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129901350,129901766,417,129901535,6,3.80352,3.31752,0.470039,"B1_vs_B2_peak_111146","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129905514,129906064,551,129905635,4,2.24863,2.36966,0,"B1_vs_B2_peak_111147","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129909802,129910108,307,129909972,5,2.69677,2.63989,0.0362583,"B1_vs_B2_peak_111148","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129913200,129913603,404,129913454,7,3.44319,2.98386,0.320943,"B1_vs_B2_peak_111149","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129932533,129933043,511,129932829,16,5.26067,3.08295,1.29766,"B1_vs_B2_peak_111151","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129933436,129933971,536,129933791,6,2.58268,2.49494,0,"B1_vs_B2_peak_111152","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129935054,129935319,266,129935152,8,4.18111,3.35685,0.680637,"B1_vs_B2_peak_111153","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129989009,129989274,266,129989070,5,2.69677,2.63989,0.0362583,"B1_vs_B2_peak_111156","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",129990585,129990902,318,129990785,8,3.94948,3.20778,0.545882,"B1_vs_B2_peak_111157","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",130008169,130008619,451,130008391,6,3.59846,3.1807,0.414095,"B1_vs_B2_peak_111159","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",130010238,130010613,376,130010459,8,4.18111,3.35685,0.680637,"B1_vs_B2_peak_111160","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",130020987,130021372,386,130021130,5,2.46952,2.4825,0,"B1_vs_B2_peak_111161","B1_vs_B2","C-KD","ENSG00000187239.20"
"chr9",130177655,130178119,465,130177875,6,3.13359,2.86776,0.139169,"B1_vs_B2_peak_111181","B1_vs_B2","C-KD","ENSG00000107130.11"
"chr9",130216558,130216823,266,130216719,5,2.82244,2.72631,0.0678765,"B1_vs_B2_peak_111183","B1_vs_B2","C-KD","ENSG00000107130.11"
"chr9",130490035,130490724,690,130490155,5,1.85742,2.05392,0,"B1_vs_B2_peak_111199","B1_vs_B2","C-KD","ENSG00000130707.19"
"chr9",130615723,130616105,383,130616040,4,1.79776,2.0484,0,"B1_vs_B2_peak_111200","B1_vs_B2","C-KD","ENSG00000107164.18"
"chr9",130699667,130700053,387,130699835,5,1.81023,2.0207,0,"B1_vs_B2_peak_111203","B1_vs_B2","C-KD","ENSG00000130713.18"
"chr9",130719797,130720436,640,130719975,4,2.24863,2.36966,0,"B1_vs_B2_peak_111205","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130721215,130721480,266,130721409,4,2.24863,2.36966,0,"B1_vs_B2_peak_111206","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130725433,130726009,577,130725864,4,2.24863,2.36966,0,"B1_vs_B2_peak_111207","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130731401,130731666,266,130731431,4,2.1098,2.27193,0,"B1_vs_B2_peak_111208","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130732260,130732588,329,130732331,6,3.13359,2.86776,0.139169,"B1_vs_B2_peak_111209","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130749639,130750034,396,130749836,4,2.24863,2.36966,0,"B1_vs_B2_peak_111210","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130782522,130782850,329,130782648,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_111212","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130814444,130814709,266,130814633,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_111214","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130835495,130835970,476,130835721,12,3.08191,2.35755,0.114713,"B1_vs_B2_peak_111216","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130863862,130864156,295,130864112,6,2.754,2.61088,0.0627117,"B1_vs_B2_peak_111217","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130868949,130869609,661,130869350,11,3.41945,2.60227,0.308719,"B1_vs_B2_peak_111219","B1_vs_B2","C-KD","ENSG00000097007.21"
"chr9",130894674,130895047,374,130894908,7,3.74565,3.18347,0.470039,"B1_vs_B2_peak_111220","B1_vs_B2","C-KD","ENSG00000188710.3"
"chr9",130932765,130933130,366,130932931,5,2.91135,2.78714,0.0678765,"B1_vs_B2_peak_111221","B1_vs_B2","C-KD","ENSG00000130720.14"
"chr9",130936319,130936584,266,130936493,4,2.1816,2.32262,0,"B1_vs_B2_peak_111222","B1_vs_B2","C-KD","ENSG00000130720.14"
"chr9",131160698,131160963,266,131160793,5,2.99423,2.84359,0.0678765,"B1_vs_B2_peak_111242","B1_vs_B2","C-KD","ENSG00000126883.20"
"chr9",131217363,131217993,631,131217545,15,4.67669,2.9016,0.931067,"B1_vs_B2_peak_111243","B1_vs_B2","C-KD","ENSG00000126883.20"
"chr9",131227034,131227553,520,131227436,9,3.08673,2.57608,0.114713,"B1_vs_B2_peak_111244","B1_vs_B2","C-KD","ENSG00000126883.20"
