"chr","start","end","length","abs_summit","pileup","X.log10.pvalue.","fold_enrichment","X.log10.qvalue.","name","sample","group","GENE_ID"
"chr3",115476651,115476918,268,115476703,6,2.07071,2.1495,0,"C2_vs_C1_peak_32003","C2_vs_C1","KD-C","ENSG00000242880.3"
"chr3",115512579,115513387,809,115512980,43,5.14799,2.00873,1.05328,"C2_vs_C1_peak_32004","C2_vs_C1","KD-C","ENSG00000242880.3"
"chr3",116007065,116007332,268,116007066,7,2.04643,2.0776,0,"C2_vs_C1_peak_32015","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116028348,116028654,307,116028598,7,2.63687,2.45658,0,"C2_vs_C1_peak_32016","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116059488,116060106,619,116059874,30,7.57866,2.95183,2.57733,"C2_vs_C1_peak_32017","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116083625,116084098,474,116083871,30,9.79176,3.60399,4.06648,"C2_vs_C1_peak_32018","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116084399,116084666,268,116084433,9,3.12209,2.597,0,"C2_vs_C1_peak_32019","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116095233,116095712,480,116095445,8,2.56306,2.3373,0,"C2_vs_C1_peak_32020","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116108862,116109200,339,116109065,8,3.2507,2.76365,0,"C2_vs_C1_peak_32021","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116296686,116296962,277,116296878,8,3.2507,2.76365,0,"C2_vs_C1_peak_32023","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116486403,116486683,281,116486546,7,2.63687,2.45658,0,"C2_vs_C1_peak_32024","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116614877,116615724,848,116615089,13,2.63387,2.08918,0,"C2_vs_C1_peak_32025","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116698358,116698630,273,116698512,7,2.63687,2.45658,0,"C2_vs_C1_peak_32026","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116755872,116756494,623,116756101,14,3.87917,2.60825,0.304169,"C2_vs_C1_peak_32027","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116781793,116782160,368,116781917,6,2.07071,2.1495,0,"C2_vs_C1_peak_32028","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116899713,116899987,275,116899739,6,2.07071,2.1495,0,"C2_vs_C1_peak_32030","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",116935345,116935612,268,116935406,6,2.07071,2.1495,0,"C2_vs_C1_peak_32031","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117011723,117012118,396,117011954,19,3.23994,2.09385,0,"C2_vs_C1_peak_32032","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117034087,117034354,268,117034255,7,2.63687,2.45658,0,"C2_vs_C1_peak_32033","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117074623,117074890,268,117074860,7,2.63687,2.45658,0,"C2_vs_C1_peak_32034","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117112241,117112508,268,117112329,7,2.63687,2.45658,0,"C2_vs_C1_peak_32035","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117165781,117166086,306,117165934,8,2.56306,2.3373,0,"C2_vs_C1_peak_32036","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117381044,117381311,268,117381212,7,2.32524,2.25573,0,"C2_vs_C1_peak_32037","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117393053,117393323,271,117393262,24,4.03296,2.18299,0.39765,"C2_vs_C1_peak_32038","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117410120,117410413,294,117410263,7,2.63687,2.45658,0,"C2_vs_C1_peak_32039","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117427099,117427458,360,117427355,6,2.07071,2.1495,0,"C2_vs_C1_peak_32040","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117468647,117468914,268,117468811,7,2.04643,2.0776,0,"C2_vs_C1_peak_32041","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117510413,117510680,268,117510531,9,3.42848,2.77974,0.0898807,"C2_vs_C1_peak_32042","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117635123,117635390,268,117635372,6,2.07071,2.1495,0,"C2_vs_C1_peak_32044","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117695374,117695796,423,117695631,8,3.20348,2.734,0,"C2_vs_C1_peak_32046","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117852067,117852334,268,117852091,7,2.04643,2.0776,0,"C2_vs_C1_peak_32048","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117853806,117854115,310,117853992,8,2.56306,2.3373,0,"C2_vs_C1_peak_32049","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117872387,117872654,268,117872565,8,3.2507,2.76365,0,"C2_vs_C1_peak_32050","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117875170,117875437,268,117875246,7,2.63687,2.45658,0,"C2_vs_C1_peak_32051","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117908879,117909282,404,117908952,7,2.63687,2.45658,0,"C2_vs_C1_peak_32052","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",117980989,117981366,378,117981200,7,2.04643,2.0776,0,"C2_vs_C1_peak_32053","C2_vs_C1","KD-C","ENSG00000185565.14"
"chr3",118917395,118917682,288,118917582,7,2.63687,2.45658,0,"C2_vs_C1_peak_32059","C2_vs_C1","KD-C","ENSG00000144847.14"
"chr3",119055967,119056308,342,119056084,6,2.07071,2.1495,0,"C2_vs_C1_peak_32060","C2_vs_C1","KD-C","ENSG00000144847.14"
"chr3",119181987,119182400,414,119182143,9,3.9078,3.07072,0.304169,"C2_vs_C1_peak_32062","C2_vs_C1","KD-C","ENSG00000251012.2"
"chr3",119303150,119303528,379,119303354,16,4.27127,2.64628,0.555909,"C2_vs_C1_peak_32067","C2_vs_C1","KD-C","ENSG00000031081.12"
"chr3",119340346,119340798,453,119340589,18,4.89568,2.77088,0.904689,"C2_vs_C1_peak_32069","C2_vs_C1","KD-C","ENSG00000031081.12"
"chr3",119395637,119396010,374,119395811,10,2.714,2.29129,0,"C2_vs_C1_peak_32071","C2_vs_C1","KD-C","ENSG00000031081.12"
"chr3",119752087,119752354,268,119752104,10,2.29545,2.06414,0,"C2_vs_C1_peak_32084","C2_vs_C1","KD-C","ENSG00000183833.17"
"chr3",120162207,120162504,298,120162297,6,2.03642,2.12645,0,"C2_vs_C1_peak_32093","C2_vs_C1","KD-C","ENSG00000242622.5"
"chr3",120199705,120199998,294,120199747,7,2.00253,2.04968,0,"C2_vs_C1_peak_32095","C2_vs_C1","KD-C","ENSG00000175697.12"
"chr3",120235945,120236212,268,120236105,6,2.07071,2.1495,0,"C2_vs_C1_peak_32096","C2_vs_C1","KD-C","ENSG00000175697.12"
"chr3",120242625,120242892,268,120242669,7,2.63687,2.45658,0,"C2_vs_C1_peak_32097","C2_vs_C1","KD-C","ENSG00000175697.12"
"chr3",120284607,120284874,268,120284638,6,2.07071,2.1495,0,"C2_vs_C1_peak_32098","C2_vs_C1","KD-C","ENSG00000175697.12"
"chr3",120648333,120648600,268,120648497,9,2.23602,2.08299,0,"C2_vs_C1_peak_32111","C2_vs_C1","KD-C","ENSG00000113924.13"
"chr3",120670718,120671033,316,120670830,16,3.25674,2.22182,0,"C2_vs_C1_peak_32112","C2_vs_C1","KD-C","ENSG00000113924.13"
"chr3",121152516,121152784,269,121152676,10,4.60444,3.37779,0.712116,"C2_vs_C1_peak_32116","C2_vs_C1","KD-C","ENSG00000145087.15"
"chr3",121349331,121349677,347,121349519,12,6.10415,3.99194,1.63248,"C2_vs_C1_peak_32117","C2_vs_C1","KD-C","ENSG00000145087.15"
"chr3",121403514,121403820,307,121403673,8,2.56306,2.3373,0,"C2_vs_C1_peak_32119","C2_vs_C1","KD-C","ENSG00000145087.15"
"chr3",121407081,121407348,268,121407202,6,2.07071,2.1495,0,"C2_vs_C1_peak_32120","C2_vs_C1","KD-C","ENSG00000145087.15"
"chr3",121434000,121434343,344,121434188,8,2.88861,2.53769,0,"C2_vs_C1_peak_32121","C2_vs_C1","KD-C","ENSG00000051341.16"
"chr3",121482781,121483084,304,121482934,22,3.83713,2.19006,0.304169,"C2_vs_C1_peak_32122","C2_vs_C1","KD-C","ENSG00000051341.16"
"chr3",122964845,122965315,471,122964916,6,2.07071,2.1495,0,"C2_vs_C1_peak_32150","C2_vs_C1","KD-C","ENSG00000082684.17"
"chr3",122989073,122989364,292,122989168,8,3.2507,2.76365,0,"C2_vs_C1_peak_32151","C2_vs_C1","KD-C","ENSG00000082684.17"
"chr3",123009789,123010089,301,123010009,9,3.85403,3.03778,0.304169,"C2_vs_C1_peak_32152","C2_vs_C1","KD-C","ENSG00000082684.17"
"chr3",123091903,123092170,268,123091943,8,2.53644,2.32104,0,"C2_vs_C1_peak_32155","C2_vs_C1","KD-C","ENSG00000065485.21"
"chr3",123111131,123111628,498,123111512,7,2.63687,2.45658,0,"C2_vs_C1_peak_32156","C2_vs_C1","KD-C","ENSG00000065485.21"
"chr3",123122561,123122872,312,123122654,10,2.714,2.29129,0,"C2_vs_C1_peak_32158","C2_vs_C1","KD-C","ENSG00000065485.21"
"chr3",123123062,123123365,304,123123105,11,3.22701,2.49959,0,"C2_vs_C1_peak_32159","C2_vs_C1","KD-C","ENSG00000065485.21"
"chr3",123133066,123133573,508,123133371,10,2.714,2.29129,0,"C2_vs_C1_peak_32160","C2_vs_C1","KD-C","ENSG00000065485.21"
"chr3",123158103,123159033,931,123158455,30,8.60189,3.24547,3.23074,"C2_vs_C1_peak_32162","C2_vs_C1","KD-C","ENSG00000065485.21"
"chr3",123160311,123160653,343,123160495,12,3.98107,2.81625,0.368583,"C2_vs_C1_peak_32163","C2_vs_C1","KD-C","ENSG00000065485.21"
"chr3",123295122,123295466,345,123295269,7,2.08884,2.10461,0,"C2_vs_C1_peak_32164","C2_vs_C1","KD-C","ENSG00000173175.17"
"chr3",123352981,123353463,483,123353362,9,3.70456,2.9466,0.259306,"C2_vs_C1_peak_32165","C2_vs_C1","KD-C","ENSG00000173175.17"
"chr3",123388996,123389263,268,123389121,7,2.56729,2.41157,0,"C2_vs_C1_peak_32166","C2_vs_C1","KD-C","ENSG00000173175.17"
"chr3",123422435,123422702,268,123422626,6,2.07071,2.1495,0,"C2_vs_C1_peak_32167","C2_vs_C1","KD-C","ENSG00000173175.17"
"chr3",123448741,123449051,311,123448901,7,2.63687,2.45658,0,"C2_vs_C1_peak_32168","C2_vs_C1","KD-C","ENSG00000173175.17"
"chr3",123634386,123634849,464,123634718,10,3.92157,2.97352,0.315858,"C2_vs_C1_peak_32175","C2_vs_C1","KD-C","ENSG00000239523.10"
"chr3",124044984,124045251,268,124045059,7,2.63687,2.45658,0,"C2_vs_C1_peak_32186","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124056282,124056549,268,124056404,10,2.48727,2.16772,0,"C2_vs_C1_peak_32187","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124063125,124063447,323,124063275,27,6.95119,2.93139,2.14968,"C2_vs_C1_peak_32188","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124075960,124076273,314,124076027,12,3.56468,2.60101,0.16288,"C2_vs_C1_peak_32189","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124097426,124097797,372,124097603,29,4.28076,2.10645,0.563719,"C2_vs_C1_peak_32191","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124098374,124098778,405,124098567,9,2.53364,2.25336,0,"C2_vs_C1_peak_32192","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124115403,124115670,268,124115486,16,4.01466,2.53686,0.385844,"C2_vs_C1_peak_32193","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124125296,124125651,356,124125488,11,2.43338,2.0866,0,"C2_vs_C1_peak_32194","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124196285,124196559,275,124196398,11,4.82193,3.38359,0.852802,"C2_vs_C1_peak_32196","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124198979,124199340,362,124199173,10,3.46773,2.71214,0.106129,"C2_vs_C1_peak_32197","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124221417,124221931,515,124221574,17,3.03779,2.09264,0,"C2_vs_C1_peak_32200","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124290585,124290918,334,124290657,7,2.32524,2.25573,0,"C2_vs_C1_peak_32202","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124351792,124352352,561,124352013,17,4.52366,2.68609,0.686958,"C2_vs_C1_peak_32204","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124390838,124391236,399,124391041,10,4.50127,3.31591,0.675744,"C2_vs_C1_peak_32205","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124456513,124457214,702,124456672,14,3.06848,2.23841,0,"C2_vs_C1_peak_32206","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124459773,124460041,269,124459975,10,2.714,2.29129,0,"C2_vs_C1_peak_32207","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124478690,124478957,268,124478723,7,2.63687,2.45658,0,"C2_vs_C1_peak_32208","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124490901,124491483,583,124491239,11,2.43338,2.0866,0,"C2_vs_C1_peak_32209","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124492823,124493093,271,124492998,20,3.64211,2.19854,0.22096,"C2_vs_C1_peak_32210","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124529072,124529339,268,124529206,8,2.91821,2.55605,0,"C2_vs_C1_peak_32211","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124529948,124530266,319,124530177,20,4.33132,2.44141,0.582609,"C2_vs_C1_peak_32212","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124531045,124531312,268,124531212,8,2.94821,2.57467,0,"C2_vs_C1_peak_32213","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124575922,124576189,268,124576078,10,4.06559,3.05771,0.409951,"C2_vs_C1_peak_32215","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124601362,124601767,406,124601624,9,2.89897,2.46558,0,"C2_vs_C1_peak_32217","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124623801,124624279,479,124624060,17,3.70104,2.35252,0.259306,"C2_vs_C1_peak_32218","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124671131,124671449,319,124671234,10,2.714,2.29129,0,"C2_vs_C1_peak_32220","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124684927,124685194,268,124685032,9,2.34075,2.1427,0,"C2_vs_C1_peak_32222","C2_vs_C1","KD-C","ENSG00000160145.16"
"chr3",124827571,124827861,291,124827664,11,2.97137,2.36479,0,"C2_vs_C1_peak_32223","C2_vs_C1","KD-C","ENSG00000082781.13"
"chr3",124858956,124859366,411,124859180,63,9.2342,2.31838,3.68052,"C2_vs_C1_peak_32224","C2_vs_C1","KD-C","ENSG00000082781.13"
"chr3",125140150,125140423,274,125140246,16,4.01466,2.53686,0.385844,"C2_vs_C1_peak_32233","C2_vs_C1","KD-C","ENSG00000221955.12"
"chr3",125161628,125162311,684,125162057,13,4.3488,2.91619,0.582609,"C2_vs_C1_peak_32234","C2_vs_C1","KD-C","ENSG00000221955.12"
"chr3",125257741,125258045,305,125257817,19,3.23994,2.09385,0,"C2_vs_C1_peak_32236","C2_vs_C1","KD-C","ENSG00000163848.22"
"chr3",125313209,125313652,444,125313423,24,4.67924,2.3805,0.749632,"C2_vs_C1_peak_32238","C2_vs_C1","KD-C","ENSG00000163848.22"
"chr3",125350453,125351140,688,125350956,9,2.23602,2.08299,0,"C2_vs_C1_peak_32239","C2_vs_C1","KD-C","ENSG00000163848.22"
"chr3",126289389,126289772,384,126289590,9,2.95241,2.49694,0,"C2_vs_C1_peak_32247","C2_vs_C1","KD-C","ENSG00000250934.4"
"chr3",126315195,126315565,371,126315398,6,2.07071,2.1495,0,"C2_vs_C1_peak_32248","C2_vs_C1","KD-C","ENSG00000250934.4"
"chr3",126531800,126532113,314,126532052,7,2.63687,2.45658,0,"C2_vs_C1_peak_32253","C2_vs_C1","KD-C","ENSG00000180767.11"
"chr3",126552709,126552976,268,126552881,6,2.07071,2.1495,0,"C2_vs_C1_peak_32254","C2_vs_C1","KD-C","ENSG00000180697.9"
"chr3",126810755,126811068,314,126810837,8,3.2507,2.76365,0,"C2_vs_C1_peak_32258","C2_vs_C1","KD-C","ENSG00000159685.12"
"chr3",126858676,126859312,637,126859155,34,5.01657,2.16007,0.962842,"C2_vs_C1_peak_32260","C2_vs_C1","KD-C","ENSG00000159685.12"
"chr3",126869986,126870297,312,126870066,7,2.63687,2.45658,0,"C2_vs_C1_peak_32262","C2_vs_C1","KD-C","ENSG00000159685.12"
"chr3",126990956,126991446,491,126991131,7,2.20315,2.17755,0,"C2_vs_C1_peak_32263","C2_vs_C1","KD-C","ENSG00000114554.12"
"chr3",126992063,126992466,404,126992250,8,2.56306,2.3373,0,"C2_vs_C1_peak_32264","C2_vs_C1","KD-C","ENSG00000114554.12"
"chr3",127722154,127722443,290,127722287,7,2.59615,2.43023,0,"C2_vs_C1_peak_32279","C2_vs_C1","KD-C","ENSG00000074416.17"
"chr3",127754078,127754372,295,127754226,6,2.07071,2.1495,0,"C2_vs_C1_peak_32281","C2_vs_C1","KD-C","ENSG00000074416.17"
"chr3",127763345,127763612,268,127763430,6,2.07071,2.1495,0,"C2_vs_C1_peak_32282","C2_vs_C1","KD-C","ENSG00000074416.17"
"chr3",127908990,127909257,268,127909120,7,2.04643,2.0776,0,"C2_vs_C1_peak_32286","C2_vs_C1","KD-C","ENSG00000074416.17"
"chr3",127950721,127951032,312,127950796,7,2.63687,2.45658,0,"C2_vs_C1_peak_32287","C2_vs_C1","KD-C","ENSG00000074416.17"
"chr3",128010068,128010366,299,128010146,9,3.17902,2.63076,0,"C2_vs_C1_peak_32288","C2_vs_C1","KD-C","ENSG00000074416.17"
"chr3",128024332,128024599,268,128024493,6,2.03642,2.12645,0,"C2_vs_C1_peak_32289","C2_vs_C1","KD-C","ENSG00000074416.17"
"chr3",128597407,128598300,894,128598094,11,3.22701,2.49959,0,"C2_vs_C1_peak_32300","C2_vs_C1","KD-C","ENSG00000306450.1"
"chr3",128762402,128762691,290,128762629,9,2.23602,2.08299,0,"C2_vs_C1_peak_32305","C2_vs_C1","KD-C","ENSG00000075785.15"
"chr3",128767114,128767543,430,128767497,8,2.88861,2.53769,0,"C2_vs_C1_peak_32306","C2_vs_C1","KD-C","ENSG00000075785.15"
"chr3",128945948,128946215,268,128946080,7,2.40256,2.30539,0,"C2_vs_C1_peak_32313","C2_vs_C1","KD-C","ENSG00000114656.13"
"chr3",128964647,128964914,268,128964767,6,2.01214,2.11012,0,"C2_vs_C1_peak_32314","C2_vs_C1","KD-C","ENSG00000114656.13"
"chr3",128984917,128985378,462,128985064,6,2.07071,2.1495,0,"C2_vs_C1_peak_32315","C2_vs_C1","KD-C","ENSG00000114656.13"
"chr3",129558641,129559036,396,129558859,27,5.29578,2.44495,1.13789,"C2_vs_C1_peak_32332","C2_vs_C1","KD-C","ENSG00000004399.14"
"chr3",129571285,129571986,702,129571508,16,3.90002,2.48845,0.304169,"C2_vs_C1_peak_32333","C2_vs_C1","KD-C","ENSG00000004399.14"
"chr3",129572388,129572711,324,129572517,16,3.24219,2.21588,0,"C2_vs_C1_peak_32334","C2_vs_C1","KD-C","ENSG00000004399.14"
"chr3",129575457,129576299,843,129576229,21,3.98832,2.27786,0.372007,"C2_vs_C1_peak_32335","C2_vs_C1","KD-C","ENSG00000004399.14"
"chr3",129587814,129588444,631,129588080,14,2.67706,2.06485,0,"C2_vs_C1_peak_32337","C2_vs_C1","KD-C","ENSG00000004399.14"
"chr3",129970734,129971001,268,129970777,7,2.63687,2.45658,0,"C2_vs_C1_peak_32351","C2_vs_C1","KD-C","ENSG00000250643.2"
"chr3",130917734,130918186,453,130917808,6,2.07071,2.1495,0,"C2_vs_C1_peak_32363","C2_vs_C1","KD-C","ENSG00000017260.21"
"chr3",130936421,130936688,268,130936506,6,2.07071,2.1495,0,"C2_vs_C1_peak_32364","C2_vs_C1","KD-C","ENSG00000017260.21"
"chr3",130983336,130983753,418,130983623,7,2.63687,2.45658,0,"C2_vs_C1_peak_32365","C2_vs_C1","KD-C","ENSG00000017260.21"
"chr3",130987346,130987747,402,130987497,7,2.04643,2.0776,0,"C2_vs_C1_peak_32366","C2_vs_C1","KD-C","ENSG00000017260.21"
"chr3",131004710,131005114,405,131004948,6,2.07071,2.1495,0,"C2_vs_C1_peak_32367","C2_vs_C1","KD-C","ENSG00000017260.21"
"chr3",131371676,131371943,268,131371754,8,3.2507,2.76365,0,"C2_vs_C1_peak_32375","C2_vs_C1","KD-C","ENSG00000250608.3"
"chr3",131552537,131552804,268,131552734,6,2.07071,2.1495,0,"C2_vs_C1_peak_32378","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",131561764,131562040,277,131561942,8,3.2507,2.76365,0,"C2_vs_C1_peak_32379","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",131734969,131735403,435,131735183,13,5.71919,3.6358,1.38071,"C2_vs_C1_peak_32380","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",131855661,131855928,268,131855823,10,2.714,2.29129,0,"C2_vs_C1_peak_32381","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132038258,132038525,268,132038437,8,2.56306,2.3373,0,"C2_vs_C1_peak_32382","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132071049,132071317,269,132071202,8,3.2507,2.76365,0,"C2_vs_C1_peak_32383","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132090910,132091177,268,132091038,8,2.88861,2.53769,0,"C2_vs_C1_peak_32384","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132101329,132101709,381,132101558,7,2.63687,2.45658,0,"C2_vs_C1_peak_32385","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132126934,132127274,341,132127174,10,2.714,2.29129,0,"C2_vs_C1_peak_32386","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132210642,132210909,268,132210839,7,2.63687,2.45658,0,"C2_vs_C1_peak_32389","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132231657,132231927,271,132231883,13,3.36851,2.43436,0.0421257,"C2_vs_C1_peak_32390","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132232800,132233085,286,132232912,7,2.63687,2.45658,0,"C2_vs_C1_peak_32391","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132255047,132255332,286,132255239,18,6.17363,3.30378,1.67896,"C2_vs_C1_peak_32392","C2_vs_C1","KD-C","ENSG00000196353.14"
"chr3",132513241,132513643,403,132513393,8,3.2507,2.76365,0,"C2_vs_C1_peak_32396","C2_vs_C1","KD-C","ENSG00000138246.17"
"chr3",132710216,132710548,333,132710388,7,2.08884,2.10461,0,"C2_vs_C1_peak_32401","C2_vs_C1","KD-C","ENSG00000274810.4"
"chr3",132791837,132792155,319,132791998,7,2.63687,2.45658,0,"C2_vs_C1_peak_32403","C2_vs_C1","KD-C","ENSG00000248724.7"
"chr3",132804251,132804518,268,132804476,7,2.63687,2.45658,0,"C2_vs_C1_peak_32404","C2_vs_C1","KD-C","ENSG00000248724.7"
"chr3",132856814,132857150,337,132856839,7,2.63687,2.45658,0,"C2_vs_C1_peak_32405","C2_vs_C1","KD-C","ENSG00000248724.7"
"chr3",132882480,132882826,347,132882625,7,2.63687,2.45658,0,"C2_vs_C1_peak_32406","C2_vs_C1","KD-C","ENSG00000248724.7"
"chr3",133277879,133278457,579,133278371,14,3.06848,2.23841,0,"C2_vs_C1_peak_32409","C2_vs_C1","KD-C","ENSG00000144868.15"
"chr3",133289290,133289890,601,133289864,7,2.04643,2.0776,0,"C2_vs_C1_peak_32410","C2_vs_C1","KD-C","ENSG00000144868.15"
"chr3",133292147,133292510,364,133292312,12,5.02101,3.3761,0.962842,"C2_vs_C1_peak_32411","C2_vs_C1","KD-C","ENSG00000144868.15"
"chr3",133865139,133865415,277,133865326,8,3.20348,2.734,0,"C2_vs_C1_peak_32422","C2_vs_C1","KD-C","ENSG00000154917.12"
"chr3",133957103,133957380,278,133957238,10,3.18419,2.55192,0,"C2_vs_C1_peak_32426","C2_vs_C1","KD-C","ENSG00000174640.16"
"chr3",134017979,134018735,757,134018488,12,4.04104,2.84767,0.399027,"C2_vs_C1_peak_32430","C2_vs_C1","KD-C","ENSG00000174640.16"
"chr3",134020877,134021522,646,134021257,8,2.774,2.46684,0,"C2_vs_C1_peak_32431","C2_vs_C1","KD-C","ENSG00000174640.16"
"chr3",134023871,134024227,357,134024055,8,2.23578,2.13846,0,"C2_vs_C1_peak_32432","C2_vs_C1","KD-C","ENSG00000174640.16"
"chr3",134038222,134038585,364,134038404,11,4.82193,3.38359,0.852802,"C2_vs_C1_peak_32434","C2_vs_C1","KD-C","ENSG00000174640.16"
"chr3",134048401,134048759,359,134048588,7,2.63687,2.45658,0,"C2_vs_C1_peak_32435","C2_vs_C1","KD-C","ENSG00000174640.16"
"chr3",134624643,134624959,317,134624879,8,2.88861,2.53769,0,"C2_vs_C1_peak_32451","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134630556,134630882,327,134630686,8,2.56306,2.3373,0,"C2_vs_C1_peak_32452","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134668917,134669184,268,134668974,7,2.37643,2.28859,0,"C2_vs_C1_peak_32453","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134678401,134678679,279,134678432,8,2.56306,2.3373,0,"C2_vs_C1_peak_32454","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134748783,134749170,388,134748984,10,4.60444,3.37779,0.712116,"C2_vs_C1_peak_32455","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134755154,134755444,291,134755357,16,8.69024,4.79342,3.29281,"C2_vs_C1_peak_32456","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134805584,134805958,375,134805711,17,6.9343,3.75444,2.14602,"C2_vs_C1_peak_32459","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134839265,134839775,511,134839512,11,3.22701,2.49959,0,"C2_vs_C1_peak_32461","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134840198,134840465,268,134840263,7,2.63687,2.45658,0,"C2_vs_C1_peak_32462","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134883625,134884359,735,134884136,14,6.4464,3.8955,1.83122,"C2_vs_C1_peak_32463","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134887356,134887733,378,134887568,11,4.35387,3.1164,0.582609,"C2_vs_C1_peak_32464","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134914590,134915111,522,134914856,14,4.95356,3.12449,0.941596,"C2_vs_C1_peak_32465","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134917297,134918076,780,134917829,12,2.886,2.26048,0,"C2_vs_C1_peak_32466","C2_vs_C1","KD-C","ENSG00000288700.3"
"chr3",134918475,134918882,408,134918634,25,10.3461,4.26715,4.48028,"C2_vs_C1_peak_32467","C2_vs_C1","KD-C","ENSG00000288700.3"
