"","chr","start","end","GENE_ID"
"1589","chr8",26046549,26046819,"ENSG00000303292.1"
"1590","chr8",26560326,26560591,"ENSG00000092964.18"
"1591","chr8",28778942,28779234,"ENSG00000104299.16"
"1592","chr8",30113063,30113644,"ENSG00000104660.19"
"1593","chr8",33545779,33546052,NA
"1594","chr8",37883188,37883197,"ENSG00000156675.17"
"1595","chr8",37891897,37892278,"ENSG00000156675.17"
"1596","chr8",37916194,37916666,NA
"1597","chr8",39924458,39925070,"ENSG00000131203.13"
"1598","chr8",42265719,42265848,"ENSG00000253408.7"
"1599","chr8",42267763,42267838,"ENSG00000253408.7"
"1600","chr8",42697974,42698263,"ENSG00000147432.7"
"1601","chr8",47697788,47698005,"ENSG00000164808.18"
"1602","chr8",51677337,51677430,"ENSG00000147485.14"
"1603","chr8",55860942,55861341,NA
"1604","chr8",58451472,58451782,"ENSG00000215114.11"
"1605","chr8",69702490,69702735,"ENSG00000137571.12"
"1606","chr8",72945497,72945850,NA
"1607","chr8",72992671,72993041,NA
"1608","chr8",72993186,72993244,NA
"1609","chr8",73870839,73871165,"ENSG00000258677.2"
"1610","chr8",77309388,77309576,NA
"1611","chr8",79433807,79434095,NA
"1612","chr8",79830045,79830341,"ENSG00000249328.4"
"1613","chr8",79857809,79857983,"ENSG00000249328.4"
"1614","chr8",81333103,81333382,"ENSG00000294051.1"
"1615","chr8",81476256,81478793,"ENSG00000253374.6"
"1616","chr8",81480624,81480787,"ENSG00000253374.6"
"1617","chr8",93068320,93068716,NA
"1618","chr8",94998336,94998432,"ENSG00000156170.15"
"1619","chr8",95653852,95653993,"ENSG00000253773.7"
"1620","chr8",96858963,96859241,"ENSG00000104324.17"
"1621","chr8",98015449,98015737,"ENSG00000132561.15"
"1622","chr8",98345570,98345732,NA
"1623","chr8",101392315,101392734,"ENSG00000253644.3"
"1624","chr8",102383212,102383424,"ENSG00000104517.14"
"1625","chr8",105427521,105428098,"ENSG00000169946.15"
"1626","chr8",105579556,105579690,"ENSG00000169946.15"
"1627","chr8",117602665,117602928,NA
"1628","chr8",121485212,121485266,"ENSG00000302156.1"
"1629","chr8",125590304,125590536,"ENSG00000302425.1"
"1630","chr8",127887085,127887376,"ENSG00000249859.15"
"1631","chr8",129185684,129185876,"ENSG00000229140.13"
"1632","chr8",133257841,133258106,"ENSG00000104419.17"
"1633","chr8",134731773,134732076,"ENSG00000289405.3"
"1634","chr8",138938938,138939083,"ENSG00000309934.1"
"1635","chr8",138939321,138939347,"ENSG00000309934.1"
"1636","chr8",141307306,141307327,"ENSG00000022567.11"
"1637","chr8",142798884,142799084,"ENSG00000253715.1"
"1638","chr8",143484912,143485136,"ENSG00000014164.8"
"1639","chr8",144290341,144290769,"ENSG00000261236.9"
"1640","chr8",144557106,144557401,"ENSG00000147799.13"
"1641","chr9",3835633,3836248,"ENSG00000107249.24"
"1642","chr9",4043540,4044145,"ENSG00000107249.24"
"1643","chr9",4324774,4324872,"ENSG00000107249.24"
"1644","chr9",4386800,4387108,NA
"1645","chr9",7212147,7212395,"ENSG00000302439.1"
"1646","chr9",7336695,7336843,"ENSG00000288042.2"
"1647","chr9",8389528,8389801,"ENSG00000153707.21"
"1648","chr9",13568762,13569128,"ENSG00000226197.5"
"1649","chr9",14652813,14653117,"ENSG00000175893.14"
"1650","chr9",16689401,16689703,"ENSG00000173068.20"
"1651","chr9",16811302,16811575,"ENSG00000173068.20"
"1652","chr9",19122568,19122654,"ENSG00000147872.11"
"1653","chr9",31119920,31120496,NA
"1654","chr9",31335409,31335493,NA
"1655","chr9",31776249,31777327,NA
"1656","chr9",33032597,33032797,"ENSG00000086061.17"
"1657","chr9",33041599,33041609,NA
"1658","chr9",33120615,33120884,"ENSG00000086062.15"
"1659","chr9",36248135,36248555,"ENSG00000122705.19"
"1660","chr9",36517439,36517739,NA
"1661","chr9",38486297,38486759,"ENSG00000291061.2"
"1662","chr9",39062464,39062756,NA
"1663","chr9",39194001,39194298,"ENSG00000106714.19"
"1664","chr9",40336742,40336753,"ENSG00000290718.2"
"1665","chr9",42084829,42085105,"ENSG00000154529.16"
"1666","chr9",42160221,42160389,NA
"1667","chr9",45082569,45082750,NA
"1668","chr9",61120853,61121388,NA
"1669","chr9",61332504,61332933,"ENSG00000283378.1"
"1670","chr9",61424222,61425330,"ENSG00000283378.1"
"1671","chr9",66017713,66017985,"ENSG00000295894.1"
"1672","chr9",67843008,67843019,"ENSG00000260691.8"
"1673","chr9",67876755,67876825,"ENSG00000260691.8"
"1674","chr9",69083250,69083681,"ENSG00000285130.2"
"1675","chr9",73074242,73074639,"ENSG00000165092.14"
"1676","chr9",74974474,74974795,"ENSG00000203321.3"
"1677","chr9",75077624,75077862,"ENSG00000106733.22"
"1678","chr9",75167310,75167773,"ENSG00000308405.1"
"1679","chr9",76619726,76620005,"ENSG00000187210.15"
"1680","chr9",77398981,77398998,"ENSG00000197969.14"
"1681","chr9",79176281,79176491,"ENSG00000260995.3"
"1682","chr9",81394939,81395234,NA
"1683","chr9",85265025,85265127,NA
"1684","chr9",89598381,89598664,"ENSG00000285907.2"
"1685","chr9",90727514,90727680,NA
"1686","chr9",92564454,92564682,"ENSG00000188312.15"
"1687","chr9",92601027,92601421,"ENSG00000188312.15"
"1688","chr9",94308389,94308753,NA
"1689","chr9",94970214,94970449,"ENSG00000148120.20"
"1690","chr9",95991413,95991740,"ENSG00000182150.21"
"1691","chr9",96900091,96900372,"ENSG00000290770.2"
"1692","chr9",97985412,97985516,"ENSG00000136938.10"
"1693","chr9",99146891,99146973,"ENSG00000106799.16"
"1694","chr9",99259606,99260018,NA
"1695","chr9",99907222,99907283,"ENSG00000136874.12"
"1696","chr9",100136890,100137200,"ENSG00000119509.14"
"1697","chr9",100485310,100485598,"ENSG00000251349.3"
"1698","chr9",102425836,102426319,NA
"1699","chr9",105656192,105656517,NA
"1700","chr9",107438249,107438461,"ENSG00000309014.1"
"1701","chr9",109074623,109074681,"ENSG00000106771.14"
"1702","chr9",109889767,109890216,"ENSG00000157654.20"
"1703","chr9",110065528,110065972,"ENSG00000157654.20"
"1704","chr9",112836441,112836789,"ENSG00000148158.18"
"1705","chr9",113247675,113247760,"ENSG00000136868.12"
"1706","chr9",113992539,113992837,"ENSG00000157657.16"
"1707","chr9",114393123,114393149,"ENSG00000106948.18"
"1708","chr9",122214103,122214514,"ENSG00000106852.16"
"1709","chr9",122318306,122318390,"ENSG00000148187.19"
"1710","chr9",122513304,122513728,"ENSG00000234156.4"
"1711","chr9",122835323,122835675,NA
"1712","chr9",123102518,123102772,"ENSG00000011454.19"
"1713","chr9",123251987,123252043,"ENSG00000165209.20"
"1714","chr9",124795712,124796427,"ENSG00000185585.21"
"1715","chr9",126209516,126209781,NA
"1716","chr9",126327553,126327803,"ENSG00000196814.16"
"1717","chr9",127418097,127418188,NA
"1718","chr9",128927835,128927927,"ENSG00000175287.20"
"1719","chr9",129261117,129261418,"ENSG00000204055.5"
"1720","chr9",129624423,129624841,"ENSG00000148335.16"
"1721","chr9",131227435,131227553,"ENSG00000126883.20"
"1722","chr9",132020480,132020717,"ENSG00000160563.15"
"1723","chr9",132631270,132631517,"ENSG00000125485.19"
"1724","chr9",133956807,133957138,"ENSG00000160293.18"
"1725","chr9",134131006,134131030,NA
"1726","chr9",134261338,134261593,"ENSG00000299910.1"
"1727","chr9",137176550,137176835,"ENSG00000176248.10"
"1728","chr9",137269398,137269759,"ENSG00000188986.9"
"1729","chr9",137502903,137503242,"ENSG00000130653.17"
"1730","chr9",137716168,137716523,"ENSG00000181090.22"
"1731","chrX",2391930,2392119,"ENSG00000169084.15"
"1732","chrX",3712649,3712924,"ENSG00000183943.7"
"1733","chrX",11792853,11793084,"ENSG00000305051.1"
"1734","chrX",13658858,13659111,"ENSG00000176896.10"
"1735","chrX",15242979,15243235,"ENSG00000102048.17"
"1736","chrX",15542448,15542487,"ENSG00000102010.16"
"1737","chrX",15849617,15849638,"ENSG00000182287.16"
"1738","chrX",15908958,15909227,NA
"1739","chrX",16808260,16808331,"ENSG00000086712.14"
"1740","chrX",19725638,19726074,"ENSG00000147010.20"
"1741","chrX",22740797,22741004,"ENSG00000233067.5"
"1742","chrX",23532027,23532281,NA
"1743","chrX",31209653,31209883,"ENSG00000198947.18"
"1744","chrX",39465062,39465256,NA
"1745","chrX",41340067,41340094,"ENSG00000215301.12"
"1746","chrX",41383670,41383880,NA
"1747","chrX",45041744,45041772,"ENSG00000147050.19"
"1748","chrX",46341843,46342121,NA
"1749","chrX",46777948,46778198,NA
"1750","chrX",50685003,50685268,"ENSG00000158352.19"
"1751","chrX",71053376,71053740,NA
"1752","chrX",76454602,76454915,NA
"1753","chrX",77078936,77079355,NA
"1754","chrX",100674583,100674917,"ENSG00000102359.9"
"1755","chrX",104282401,104282666,NA
"1756","chrX",109783473,109783710,NA
"1757","chrX",110168100,110168242,"ENSG00000157600.14"
"1758","chrX",118990516,118990714,"ENSG00000175556.19"
"1759","chrX",123905244,123905646,"ENSG00000101966.15"
"1760","chrX",130682591,130682782,"ENSG00000165675.21"
"1761","chrX",135740564,135740867,NA
"1762","chrX",153795399,153795666,"ENSG00000180879.15"
